Review No.	Reviewer Name	Date	Verified Buyer	Title	Review
24	SRI  PANASONIC	Nov 30, 2015	Yes	AMAZING ZENFONE 2	Asus zenfone 2 ze551ml is a best perfoming smart phone its attractive look with high speed 4 GB RAM  makes the user very happy and satisfactory. its big storage capacity is the positive thing for download more apps. 4g LTE is another positive thing of the mobile. I recomand my friends to go for this smart phone always.
25	Pradeep singh	Nov 30, 2015	Yes	Good phone	All feature is perfect. Good quality camera.
26	Danish	Nov 30, 2015	Yes	Amazing Phone	Abou the Mobile - Some people have reported issues with the charging (getting hot) and battery drain. However, the first thing I did was to update the firmware and have had no charging or battery issues. The response from mobile is super fast. Extremely good phone at this price. About Snapdeal - The first mobile delivered was dead. Snapdeal replaced it within a week. I had used the exchange offer with this mobile. Snapdeal had tied up with "Reglobe" for that. Not at all happy with the experience with "Reglobe". First, they reduced the buying price by 200 since the process got delayed (due to Snapdeal's dead phone initially). Secondly, when I tried to seel it again on Reglobe, their representative tried to negotiate the price further by givving terribly silly reasons and I ended up by not selling it. Not a "Dil ki deal" after all.
27	Good	Nov 30, 2015	Yes	Good	Good. Delivered at right time and right product without any damage.
28	Timz	Nov 30, 2015	Yes	so far so good	So far so good. No problems faced yet.   Thank you
29	abhi21ena	Nov 30, 2015	Yes	Nice phone in class	Good purchase with 4 gb ram.. Brightness is not good and no earphones..
30	Sid	Nov 30, 2015	Yes	Best purchase	A good product in perfect price.. Finish quality and smartness..
31	gops	Nov 11, 2015	Yes	Gud	Mob with 4gb ram with 32 gb external is gud contributions in it.......
32	Indu	Nov 11, 2015	Yes	Excellent phone - Asus Zenfone	Happy with the product as well as the delivery.  Packing would have been much better.  Headphones were missing which was little disappointment as it was mentioned in the contents but did not recieve.
33	yogi	Nov 11, 2015	Yes	ZEnfone 2 cool	zenfone 2 cool but the battery drain is there i hope further update it will get less than  ear phone they provide this very dispointing than awesome
34	abbas	Nov 11, 2015	Yes	perfect phone at this price..	Its smooth n fast.. got a nice cam.. my  first asus phone and im already in love with it. You cant hv a bettr phone at this price.
35	Aks Seth	Nov 11, 2015	Yes	Good value phone overall	Very good speed. Handy and user friendly. The switches on the backa nd top are a little odd.
36	Vikram	Nov 11, 2015	Yes	Very good phone.. and a great value for money.. much better than any other  phone in the market	Great value for money.. and the best phone in the market..
37	Deepu Singh	Nov 11, 2015	Yes	Awesome	This phone is good but that's camera is not so good very low quality camera and except that phoneis awesome
38	Nilesh	Nov 11, 2015	Yes	Asus Zenfone 2 is the amazing experience.	Asus Zhenfone with 4 GB RAM is to good for play games & its camera is too good quality & battery backup is good.
39	princekgk	Nov 11, 2015	Yes	Nice product	practically no big issues with  the mobile
40	robin	Nov 11, 2015	Yes	perfect	its amazing ..... all applications runs without hang. the best is we use this phone with diffiernt user profine at a single time
41	Sumit	Oct 03, 2015	Yes	Asus gud choice	Every thing is gud look camara touch flash
42	Swarup seal	Oct 03, 2015	Yes	Zenfone 2 Z551ml 32 GB	Zenfone 2 Received and checked. All accessories is ok and New. Thanks Seller. -Swarup
43	vkg_vns2001	Oct 03, 2015	Yes	Vinod gupta	I m fond off using recent mobiles and till now i have bought 3 mobiles from Snapdeal and some other from diff online sites. I didn't have any complaint with Snapdeal on quality n service. The recent mobile i bought Asus Zenfone 2 ZE551ML in this month only. Product performance is perfect n till now i didn't face any challenge.
44	Ramachandran	Oct 03, 2015	Yes	Good Service!	Very Prompt Service and very good product too.
45	Pooja	Oct 03, 2015	Yes	ZenFone 2	Amazing mobile....with 4 gb ram .....so very happy it .will recommend it to everyone who is about to purchase new phone
